17:44:24.958 [atcher-4] INFO     a.e.s.Slf4jLogger - Slf4jLogger started
17:46:37.268 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.268 [tcher-15] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.268 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.269 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.269 [tcher-16] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.269 [tcher-16] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.269 [tcher-13] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.269 [atcher-3] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.270 [tcher-15] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.270 [tcher-14] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.270 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.270 [tcher-14] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.270 [tcher-14] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.271 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.271 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.271 [tcher-15] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.271 [tcher-15] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.272 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.272 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.272 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.272 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.272 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.272 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.272 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.273 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.273 [tcher-14] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.273 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.273 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.273 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.273 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.273 [tcher-14] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.274 [tcher-14] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.274 [tcher-14] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.274 [tcher-14] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.274 [tcher-14] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.274 [tcher-14] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.274 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.274 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.275 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.275 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.275 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.275 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.275 [tcher-15] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.275 [tcher-15] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.276 [tcher-15] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.276 [tcher-15] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.276 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.277 [tcher-15] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.278 [tcher-15] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.279 [tcher-14] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.279 [tcher-14] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.279 [tcher-14] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.279 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.280 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.281 [atcher-3] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.282 [tcher-15] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.282 [tcher-14] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.283 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.284 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.284 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.285 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.285 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.285 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.286 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.286 [tcher-15] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.287 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.287 [atcher-3] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.287 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.288 [tcher-15] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.288 [tcher-15] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.289 [tcher-14] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.290 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.290 [tcher-14] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.291 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.291 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.291 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.291 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.292 [tcher-15] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.293 [tcher-15] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.293 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.294 [tcher-15] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.295 [tcher-15] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.295 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.295 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.296 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.296 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.297 [tcher-14] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.298 [tcher-13] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.299 [tcher-14] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.301 [tcher-13] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.301 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.301 [atcher-2] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.302 [atcher-3] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.302 [atcher-3] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.302 [atcher-3] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.303 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.304 [tcher-13] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.305 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.305 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.306 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.307 [atcher-5] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.308 [tcher-13] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.308 [tcher-13] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.309 [tcher-13] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.309 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.309 [tcher-13] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.310 [tcher-13] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.310 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.310 [tcher-13] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.311 [tcher-13] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.311 [tcher-13] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.311 [tcher-13] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.312 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.312 [tcher-13] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.313 [tcher-16] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.314 [tcher-13] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.314 [tcher-13] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.315 [tcher-13] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.315 [tcher-13] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.315 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.315 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.317 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.317 [tcher-13] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.317 [tcher-13] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.318 [tcher-13] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.318 [tcher-16] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.318 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.318 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.318 [atcher-5] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.318 [tcher-13] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.318 [tcher-13] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.319 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.319 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.319 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.319 [tcher-16] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.319 [tcher-16] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.319 [tcher-16] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.319 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.320 [atcher-5] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.320 [atcher-8] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.322 [tcher-15] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.323 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.323 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.323 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.323 [tcher-11] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.323 [tcher-11] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.324 [tcher-15] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.325 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.326 [tcher-11] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.327 [tcher-11] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.328 [tcher-17] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.328 [tcher-12] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.329 [tcher-13] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.330 [tcher-17] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.330 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.331 [atcher-8] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.332 [atcher-8] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.332 [tcher-11] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.332 [tcher-17] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.332 [tcher-11] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.333 [tcher-17] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.333 [tcher-17] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.334 [atcher-8] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.335 [tcher-16] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.335 [atcher-8] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.336 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.336 [tcher-16] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.337 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.338 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.338 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.338 [tcher-20] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.339 [atcher-7] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.340 [tcher-10] INFO     tph.LogFileReader - Card Death: [Power] PowerTaskList some TAG_CHANGE Entity=[name=some id=23 zone=some zonePos=55 some player=1 some tag=ZONE value=GRAVEYARD
17:46:37.340 [tcher-10] DEBUG       tph.GameStatus - received handled message CardDeath(some,23,55,1)
17:46:37.340 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.340 [tcher-10] INFO     tph.LogFileReader - Board Position Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some] tag=ZONE_POSITION value=55] complete=False] entity=[name=some id=24 zone=PLAY zonePos=55 cardId=some player=1] srcZoneTag=INVALID srcPos= dstZoneTag=INVALID dstPos=2
17:46:37.340 [tcher-10] DEBUG       tph.GameStatus - received handled message BoardPositionChange(24,1,2)
17:46:37.340 [tcher-10] INFO     tph.LogFileReader - Board Position Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some] tag=ZONE_POSITION value=55] complete=False] entity=[name=some id=25 zone=PLAY zonePos=55 cardId=some player=1] srcZoneTag=INVALID srcPos= dstZoneTag=INVALID dstPos=3
17:46:37.340 [tcher-10] DEBUG       tph.GameStatus - received handled message BoardPositionChange(25,1,3)
17:46:37.340 [tcher-10] INFO     tph.LogFileReader - Board Position Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some] tag=ZONE_POSITION value=55] complete=False] entity=[name=some id=26 zone=PLAY zonePos=55 cardId=some player=1] srcZoneTag=INVALID srcPos= dstZoneTag=INVALID dstPos=4
17:46:37.340 [tcher-10] DEBUG       tph.GameStatus - received handled message BoardPositionChange(26,1,4)
17:46:37.340 [tcher-10] INFO     tph.LogFileReader - Board Position Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some] tag=ZONE_POSITION value=55] complete=False] entity=[name=some id=27 zone=PLAY zonePos=55 cardId=some player=1] srcZoneTag=INVALID srcPos= dstZoneTag=INVALID dstPos=5
17:46:37.340 [tcher-10] DEBUG       tph.GameStatus - received handled message BoardPositionChange(27,1,5)
17:46:37.341 [tcher-10] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:37.341 [tcher-10] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:46:37.460 [tcher-16] INFO     tph.LogFileReader - Card Death: [Power] PowerTaskList some TAG_CHANGE Entity=[name=some id=33 zone=some zonePos=55 some player=2 some tag=ZONE value=GRAVEYARD
17:46:37.460 [tcher-16] INFO     tph.LogFileReader - Board Position Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some] tag=ZONE_POSITION value=55] complete=False] entity=[name=some id=34 zone=PLAY zonePos=55 cardId=some player=2] srcZoneTag=INVALID srcPos= dstZoneTag=INVALID dstPos=2
17:46:37.460 [tcher-16] INFO     tph.LogFileReader - Board Position Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some] tag=ZONE_POSITION value=55] complete=False] entity=[name=some id=35 zone=PLAY zonePos=55 cardId=some player=2] srcZoneTag=INVALID srcPos= dstZoneTag=INVALID dstPos=3
17:46:37.460 [tcher-16] DEBUG       tph.GameStatus - received handled message CardDeath(some,33,55,2)
17:46:37.461 [tcher-16] INFO     tph.LogFileReader - Board Position Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some] tag=ZONE_POSITION value=55] complete=False] entity=[name=some id=36 zone=PLAY zonePos=55 cardId=some player=2] srcZoneTag=INVALID srcPos= dstZoneTag=INVALID dstPos=4
17:46:37.461 [tcher-16] DEBUG       tph.GameStatus - received handled message BoardPositionChange(34,2,2)
17:46:37.461 [tcher-16] DEBUG       tph.GameStatus - received handled message BoardPositionChange(35,2,3)
17:46:37.461 [tcher-16] DEBUG       tph.GameStatus - received handled message BoardPositionChange(36,2,4)
17:46:37.461 [tcher-16] INFO     tph.LogFileReader - Board Position Change: [Zone] ZoneChangeList.ProcessChanges() - processing index=55 change=powerTask=[power=[type=TAG_CHANGE entity=[id=55 cardId=some name=some] tag=ZONE_POSITION value=55] complete=False] entity=[name=some id=37 zone=PLAY zonePos=55 cardId=some player=2] srcZoneTag=INVALID srcPos= dstZoneTag=INVALID dstPos=5
17:46:37.461 [tcher-16] DEBUG       tph.GameStatus - received handled message BoardPositionChange(37,2,5)
17:46:39.250 [atcher-9] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:46:41.235 [tcher-16] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:43.236 [atcher-9] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:43.236 [atcher-9] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:46:43.237 [tcher-20] DEBUG         tph.ircLogic - received handled message Check
17:46:43.237 [tcher-20] DEBUG    t.r.ircLogicTests - received handled message EndTurn()
17:46:43.237 [tcher-20] DEBUG         tph.ircLogic - received handled message Activate
17:46:44.261 [tcher-20] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:46:46.243 [atcher-9] DEBUG         tph.ircLogic - received handled message Check
17:46:49.263 [tcher-20] DEBUG         tph.ircLogic - received handled message Check
17:46:49.273 [tcher-20] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:46:52.282 [atcher-9] DEBUG         tph.ircLogic - received handled message Check
17:46:54.293 [tcher-20] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:46:55.293 [atcher-9] DEBUG         tph.ircLogic - received handled message Check
17:46:58.313 [tcher-20] DEBUG         tph.ircLogic - received handled message Check
17:46:59.234 [atcher-9] DEBUG    t.r.ircLogicTests - received handled message MinionDeathAdjustmentResults
17:46:59.235 [atcher-9] DEBUG       tph.Controller - received handled message GetGameStatus
17:46:59.235 [atcher-2] DEBUG       tph.GameStatus - received handled message GetGameStatus
17:46:59.235 [tcher-16] INFO     t.r.ircLogicTests - MinionDeathAdjustmentTest Passed!
17:46:59.304 [tcher-20] DEBUG    t.r.ircLogicTests - received handled message Full Test
17:46:59.304 [tcher-20] DEBUG    tph.LogFileReader - Game Status Cleared
17:46:59.304 [tcher-20] DEBUG       tph.GameStatus - received handled message GameOver()
17:46:59.305 [tcher-20] DEBUG    tph.LogFileReader - Reader file changed to testsituations/normalsetup.txt
17:46:59.355 [atcher-4] INFO     tph.LogFileReader - Friendly Player: 1, Enemy Player: 2
17:46:59.355 [atcher-4] DEBUG       tph.GameStatus - received handled message DefinePlayers(1)
17:46:59.355 [atcher-4] INFO     tph.LogFileReader - Known Card Drawn: some id=0 local=False [name=Friendly Card One id=1 zone=HAND zonePos=1 cardId=some player=1] pos from 0 -> 1
17:46:59.355 [tcher-10] INFO     tph.LogFileReader - Known Card Drawn: some id=0 local=False [name=Friendly Card Two id=2 zone=HAND zonePos=2 cardId=some player=1] pos from 0 -> 2
17:46:59.355 [tcher-10] DEBUG       tph.GameStatus - received handled message KnownCardDrawn(Friendly Card One,1,1,1)
17:46:59.355 [tcher-10] DEBUG       tph.GameStatus - received handled message KnownCardDrawn(Friendly Card Two,2,2,1)
17:46:59.356 [tcher-10] INFO     tph.LogFileReader - Known Card Drawn: some id=0 local=False [name=Friendly Card Three id=3 zone=HAND zonePos=3 cardId=some player=1] pos from 0 -> 3
17:46:59.356 [tcher-10] DEBUG       tph.GameStatus - received handled message KnownCardDrawn(Friendly Card Three,3,3,1)
17:46:59.356 [tcher-10] INFO     tph.LogFileReader - Known Card Drawn: some id=0 local=False [name=Friendly Card Four id=4 zone=HAND zonePos=4 cardId=some player=1] pos from 0 -> 4
17:46:59.356 [tcher-10] DEBUG       tph.GameStatus - received handled message KnownCardDrawn(Friendly Card Four,4,4,1)
17:46:59.356 [tcher-10] INFO     tph.LogFileReader - Known Card Drawn: some id=0 local=False [name=Friendly Card Five id=5 zone=HAND zonePos=5 cardId=some player=1] pos from 0 -> 5
17:46:59.356 [tcher-10] DEBUG       tph.GameStatus - received handled message KnownCardDrawn(Friendly Card Five,5,5,1)
17:46:59.356 [tcher-10] INFO     tph.LogFileReader - Known Card Drawn: some id=0 local=False [name=Friendly Card Six id=6 zone=HAND zonePos=6 cardId=some player=1] pos from 0 -> 6
17:46:59.356 [tcher-10] INFO     tph.LogFileReader - Known Card Drawn: some id=0 local=False [name=Friendly Card Seven id=7 zone=HAND zonePos=7 cardId=some player=1] pos from 0 -> 7
17:46:59.356 [tcher-10] DEBUG       tph.GameStatus - received handled message KnownCardDrawn(Friendly Card Six,6,6,1)
17:46:59.356 [tcher-10] INFO     tph.LogFileReader - Known Card Drawn: some id=0 local=False [name=Friendly Card Eight id=8 zone=HAND zonePos=8 cardId=some player=1] pos from 0 -> 8
17:46:59.356 [tcher-10] DEBUG       tph.GameStatus - received handled message KnownCardDrawn(Friendly Card Seven,7,7,1)
17:46:59.356 [tcher-10] INFO     tph.LogFileReader - Known Card Drawn: some id=0 local=False [name=Friendly Card Nine id=9 zone=HAND zonePos=9 cardId=some player=1] pos from 0 -> 9
17:46:59.356 [tcher-10] DEBUG       tph.GameStatus - received handled message KnownCardDrawn(Friendly Card Eight,8,8,1)
17:46:59.356 [tcher-10] DEBUG       tph.GameStatus - received handled message KnownCardDrawn(Friendly Card Nine,9,9,1)
17:46:59.356 [tcher-10] INFO     tph.LogFileReader - Known Card Drawn: some id=0 local=False [name=Friendly Card Ten id=10 zone=HAND zonePos=10 cardId=some player=1] pos from 0 -> 10
17:46:59.356 [tcher-10] DEBUG       tph.GameStatus - received handled message KnownCardDrawn(Friendly Card Ten,10,10,1)
17:46:59.356 [tcher-10] INFO     tph.LogFileReader - Enemy Card Drawn: some id=0 local=false [id=11 cardId=some type=some zone=HAND zonePos=1 player=2] pos from 0 -> 1
17:46:59.357 [tcher-10] INFO     tph.LogFileReader - Enemy Card Drawn: some id=0 local=false [id=12 cardId=some type=some zone=HAND zonePos=2 player=2] pos from 0 -> 2
17:46:59.357 [tcher-10] DEBUG       tph.GameStatus - received handled message EnemyCardDrawnEvent(11,1,2)
17:46:59.357 [tcher-10] DEBUG       tph.GameStatus - received handled message EnemyCardDrawnEvent(12,2,2)
17:46:59.357 [tcher-10] INFO     tph.LogFileReader - Enemy Card Drawn: some id=0 local=false [id=13 cardId=some type=some zone=HAND zonePos=3 player=2] pos from 0 -> 3
17:46:59.357 [tcher-10] INFO     tph.LogFileReader - Enemy Card Drawn: some id=0 local=false [id=14 cardId=some type=some zone=HAND zonePos=4 player=2] pos from 0 -> 4
17:46:59.357 [tcher-10] INFO     tph.LogFileReader - Enemy Card Drawn: some id=0 local=false [id=15 cardId=some type=some zone=HAND zonePos=5 player=2] pos from 0 -> 5
17:46:59.359 [tcher-10] INFO     tph.LogFileReader - Enemy Card Drawn: some id=0 local=false [id=16 cardId=some type=some zone=HAND zonePos=6 player=2] pos from 0 -> 6
17:46:59.359 [tcher-10] INFO     tph.LogFileReader - Enemy Card Drawn: some id=0 local=false [id=17 cardId=some type=some zone=HAND zonePos=7 player=2] pos from 0 -> 7
17:46:59.359 [tcher-10] DEBUG       tph.GameStatus - received handled message EnemyCardDrawnEvent(13,3,2)
17:46:59.359 [tcher-10] DEBUG       tph.GameStatus - received handled message EnemyCardDrawnEvent(14,4,2)
17:46:59.359 [tcher-10] DEBUG       tph.GameStatus - received handled message EnemyCardDrawnEvent(15,5,2)
17:46:59.359 [tcher-10] DEBUG       tph.GameStatus - received handled message EnemyCardDrawnEvent(16,6,2)
17:46:59.359 [tcher-10] DEBUG       tph.GameStatus - received handled message EnemyCardDrawnEvent(17,7,2)
17:46:59.359 [tcher-10] INFO     tph.LogFileReader - Enemy Card Drawn: some id=0 local=false [id=18 cardId=some type=some zone=HAND zonePos=8 player=2] pos from 0 -> 8
17:46:59.359 [tcher-10] INFO     tph.LogFileReader - Enemy Card Drawn: some id=0 local=false [id=19 cardId=some type=some zone=HAND zonePos=9 player=2] pos from 0 -> 9
17:46:59.359 [tcher-10] INFO     tph.LogFileReader - Enemy Card Drawn: some id=0 local=false [id=20 cardId=some type=some zone=HAND zonePos=10 player=2] pos from 0 -> 10
17:46:59.359 [tcher-10] INFO     tph.LogFileReader - Minion Summoned: some FULL_ENTITY - Updating [name=Friendly Minion One id=21 zone=PLAY zonePos=1 some player=1 some
17:46:59.359 [tcher-10] INFO     tph.LogFileReader - Minion Summoned: some FULL_ENTITY - Updating [name=Friendly Minion Two id=22 zone=PLAY zonePos=2 some player=1 some
17:46:59.359 [tcher-10] INFO     tph.LogFileReader - Minion Summoned: some FULL_ENTITY - Updating [name=Friendly Minion Three id=23 zone=PLAY zonePos=3 some player=1 some
17:46:59.359 [tcher-10] INFO     tph.LogFileReader - Minion Summoned: some FULL_ENTITY - Updating [name=Friendly Minion Four id=24 zone=PLAY zonePos=4 some player=1 some
17:46:59.359 [tcher-10] DEBUG       tph.GameStatus - received handled message EnemyCardDrawnEvent(18,8,2)
17:46:59.359 [tcher-10] INFO     tph.LogFileReader - Minion Summoned: some FULL_ENTITY - Updating [name=Friendly Minion Five id=25 zone=PLAY zonePos=5 some player=1 some
17:46:59.360 [tcher-10] DEBUG       tph.GameStatus - received handled message EnemyCardDrawnEvent(19,9,2)
17:46:59.360 [tcher-10] DEBUG       tph.GameStatus - received handled message EnemyCardDrawnEvent(20,10,2)
17:46:59.360 [tcher-10] DEBUG       tph.GameStatus - received handled message MinionSummoned(Friendly Minion One,21,1,1)
17:46:59.360 [tcher-10] INFO     tph.LogFileReader - Minion Summoned: some FULL_ENTITY - Updating [name=Enemy Minion One id=31 zone=PLAY zonePos=1 some player=2 some
17:46:59.360 [tcher-10] DEBUG       tph.GameStatus - received handled message MinionSummoned(Friendly Minion Two,22,2,1)
